batteryMilliAmps,batteryMilliWatts,isBatteryInFloat,batteryVoltage,samplePeriodMilliSec,kalman_soc,SoC_LibreSolar
0.68,0.09384,3,13.8,1.0,10.0,10.0
0.69,0.09528,3,13.81,1.0,10.0,10.0
0.68,0.0939,3,13.81,1.0,10.0,10.0
0.11,0.01512,3,13.75,1.0,10.0,10.0
0.1,0.01375,3,13.75,1.0,10.0,10.0
0.1,0.01377,3,13.77,1.0,10.0,10.0
0.39,0.0537,3,13.77,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
0.4,0.05512,3,13.78,1.0,10.0,10.0
0.41,0.05649,3,13.78,1.0,10.0,10.0
0.4,0.05512,3,13.78,1.0,10.0,10.0
0.41,0.05649,3,13.78,1.0,10.0,10.0
0.41,0.05649,3,13.78,1.0,10.0,10.0
0.69,0.09522,3,13.8,1.0,10.0,10.0
0.68,0.0939,3,13.81,1.0,10.0,10.0
0.68,0.0939,3,13.81,1.0,10.0,10.0
0.4,0.05508,3,13.77,1.0,10.0,10.0
1.09,0.15085,3,13.84,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
1.09,0.15085,3,13.84,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.37,0.05102,3,13.79,1.0,10.0,10.0
0.1,0.01375,3,13.75,1.0,10.0,10.0
0.09,0.01237,3,13.75,1.0,10.0,10.0
0.69,0.09528,3,13.81,1.0,10.0,10.0
0.11,0.01512,3,13.75,1.0,10.0,10.0
0.71,0.09805,3,13.81,1.0,10.0,10.0
0.7,0.0966,3,13.8,1.0,10.0,10.0
0.11,0.01515,3,13.78,1.0,10.0,10.0
0.4,0.05508,3,13.77,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
0.4,0.05512,3,13.78,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.4,0.05512,3,13.78,1.0,10.0,10.0
0.4,0.055,3,13.75,1.0,10.0,10.0
0.69,0.09522,3,13.8,1.0,10.0,10.0
0.12,0.0165,3,13.75,1.0,10.0,10.0
0.72,0.09936,3,13.8,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.37,0.05098,3,13.78,1.0,10.0,10.0
1.09,0.15085,3,13.84,1.0,10.0,10.0
0.39,0.0537,3,13.77,1.0,10.0,10.0
0.4,0.05512,3,13.78,1.0,10.0,10.0
0.7,0.0966,3,13.8,1.0,10.0,10.0
0.11,0.01512,3,13.75,1.0,10.0,10.0
0.11,0.01512,3,13.75,1.0,10.0,10.0
0.09,0.01237,3,13.75,1.0,10.0,10.0
0.69,0.09522,3,13.8,1.0,10.0,10.0
0.7,0.09667,3,13.81,1.0,10.0,10.0
0.68,0.09384,3,13.8,1.0,10.0,10.0
0.11,0.01515,3,13.78,1.0,10.0,10.0
0.38,0.0524,3,13.79,1.0,10.0,10.0
1.08,0.14958,3,13.85,1.0,10.0,10.0
0.39,0.0537,3,13.77,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
0.09,0.01237,3,13.75,1.0,10.0,10.0
0.69,0.09528,3,13.81,1.0,10.0,10.0
0.68,0.09384,3,13.8,1.0,10.0,10.0
0.68,0.0939,3,13.81,1.0,10.0,10.0
0.11,0.01513,3,13.76,1.0,10.0,10.0
0.69,0.09528,3,13.81,1.0,10.0,10.0
0.4,0.05512,3,13.78,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
0.4,0.05508,3,13.77,1.0,10.0,10.0
0.39,0.0537,3,13.77,1.0,10.0,10.0
0.38,0.05232,3,13.77,1.0,10.0,10.0
0.37,0.05098,3,13.78,1.0,10.0,10.0
1.07,0.14808,3,13.84,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.1,0.01375,3,13.75,1.0,10.0,10.0
0.09,0.01237,3,13.75,1.0,10.0,10.0
0.65,0.08976,3,13.81,1.0,10.0,10.0
0.69,0.09528,3,13.81,1.0,10.0,10.0
0.66,0.09114,3,13.81,1.0,10.0,10.0
0.1,0.01375,3,13.75,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
0.38,0.05232,3,13.77,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
0.39,0.0537,3,13.77,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
1.1,0.15235,3,13.85,1.0,10.0,10.0
0.69,0.09522,3,13.8,1.0,10.0,10.0
0.66,0.09114,3,13.81,1.0,10.0,10.0
0.11,0.01512,3,13.75,1.0,10.0,10.0
0.11,0.01512,3,13.75,1.0,10.0,10.0
0.69,0.09528,3,13.81,1.0,10.0,10.0
0.69,0.09522,3,13.8,1.0,10.0,10.0
0.68,0.0939,3,13.81,1.0,10.0,10.0
0.39,0.0537,3,13.77,1.0,10.0,10.0
0.39,0.0537,3,13.77,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
1.07,0.14808,3,13.84,1.0,10.0,10.0
1.08,0.14947,3,13.84,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.67,0.09246,3,13.8,1.0,10.0,10.0
0.67,0.09246,3,13.8,1.0,10.0,10.0
0.1,0.01375,3,13.75,1.0,10.0,10.0
0.09,0.01237,3,13.75,1.0,10.0,10.0
0.09,0.01236,3,13.74,1.0,10.0,10.0
0.68,0.0939,3,13.81,1.0,10.0,10.0
0.11,0.01512,3,13.75,1.0,10.0,10.0
1.07,0.14808,3,13.84,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
0.37,0.05098,3,13.78,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.37,0.05094,3,13.77,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.36,0.0496,3,13.78,1.0,10.0,10.0
0.66,0.09114,3,13.81,1.0,10.0,10.0
0.1,0.01376,3,13.76,1.0,10.0,10.0
0.69,0.09522,3,13.8,1.0,10.0,10.0
0.68,0.0939,3,13.81,1.0,10.0,10.0
0.67,0.09246,3,13.8,1.0,10.0,10.0
0.1,0.01375,3,13.75,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
1.09,0.15096,3,13.85,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
1.07,0.14808,3,13.84,1.0,10.0,10.0
0.37,0.05094,3,13.77,1.0,10.0,10.0
0.1,0.01375,3,13.75,1.0,10.0,10.0
0.67,0.09246,3,13.8,1.0,10.0,10.0
0.08,0.011,3,13.76,1.0,10.0,10.0
0.08,0.011,3,13.75,1.0,10.0,10.0
0.67,0.09252,3,13.81,1.0,10.0,10.0
0.65,0.08976,3,13.81,1.0,10.0,10.0
0.09,0.01237,3,13.75,1.0,10.0,10.0
0.38,0.05232,3,13.77,1.0,10.0,10.0
0.4,0.05512,3,13.78,1.0,10.0,10.0
0.38,0.05232,3,13.77,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
0.39,0.05378,3,13.79,1.0,10.0,10.0
0.11,0.01512,3,13.75,1.0,10.0,10.0
0.09,0.01237,3,13.75,1.0,10.0,10.0
0.69,0.09528,3,13.81,1.0,10.0,10.0
0.68,0.0939,3,13.81,1.0,10.0,10.0
0.1,0.01376,3,13.76,1.0,10.0,10.0
0.1,0.01375,3,13.75,1.0,10.0,10.0
0.69,0.09528,3,13.81,1.0,10.0,10.0
0.38,0.05232,3,13.77,1.0,10.0,10.0
1.09,0.15096,3,13.85,1.0,10.0,10.0
1.08,0.14947,3,13.84,1.0,10.0,10.0
1.08,0.14958,3,13.85,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
0.37,0.05102,3,13.79,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.1,0.01375,3,13.75,1.0,10.0,10.0
0.69,0.09522,3,13.8,1.0,10.0,10.0
0.09,0.01238,3,13.76,1.0,10.0,10.0
0.64,0.08838,3,13.81,1.0,10.0,10.0
0.09,0.01237,3,13.75,1.0,10.0,10.0
0.08,0.011,3,13.75,1.0,10.0,10.0
1.07,0.14819,3,13.85,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.1,0.01376,3,13.76,1.0,10.0,10.0
0.07,0.00962,3,13.75,1.0,10.0,10.0
0.68,0.0939,3,13.81,1.0,10.0,10.0
0.1,0.01375,3,13.75,1.0,10.0,10.0
0.69,0.09528,3,13.81,1.0,10.0,10.0
0.68,0.09384,3,13.8,1.0,10.0,10.0
0.66,0.09121,3,13.82,1.0,10.0,10.0
1.08,0.14947,3,13.84,1.0,10.0,10.0
1.08,0.14947,3,13.84,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.39,0.0537,3,13.77,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
0.4,0.05512,3,13.78,1.0,10.0,10.0
0.37,0.05098,3,13.78,1.0,10.0,10.0
0.09,0.01237,3,13.75,1.0,10.0,10.0
0.09,0.01237,3,13.75,1.0,10.0,10.0
0.09,0.01238,3,13.76,1.0,10.0,10.0
0.68,0.0939,3,13.81,1.0,10.0,10.0
0.1,0.01376,3,13.76,1.0,10.0,10.0
0.65,0.08976,3,13.81,1.0,10.0,10.0
0.1,0.01375,3,13.75,1.0,10.0,10.0
0.38,0.05232,3,13.77,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
0.38,0.05232,3,13.77,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
0.4,0.05508,3,13.77,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
0.39,0.05378,3,13.79,1.0,10.0,10.0
0.11,0.01512,3,13.75,1.0,10.0,10.0
0.1,0.01376,3,13.76,1.0,10.0,10.0
0.69,0.09528,3,13.81,1.0,10.0,10.0
0.11,0.01512,3,13.75,1.0,10.0,10.0
0.66,0.09114,3,13.81,1.0,10.0,10.0
0.11,0.01512,3,13.75,1.0,10.0,10.0
1.07,0.14808,3,13.84,1.0,10.0,10.0
1.08,0.14958,3,13.85,1.0,10.0,10.0
0.38,0.0524,3,13.79,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
1.09,0.15085,3,13.84,1.0,10.0,10.0
0.39,0.05378,3,13.79,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
0.68,0.0939,3,13.81,1.0,10.0,10.0
0.67,0.09246,3,13.8,1.0,10.0,10.0
0.1,0.01376,3,13.76,1.0,10.0,10.0
0.08,0.011,3,13.75,1.0,10.0,10.0
0.68,0.0939,3,13.81,1.0,10.0,10.0
0.11,0.01512,3,13.75,1.0,10.0,10.0
0.69,0.09528,3,13.81,1.0,10.0,10.0
0.4,0.05512,3,13.78,1.0,10.0,10.0
0.4,0.05512,3,13.78,1.0,10.0,10.0
1.08,0.14947,3,13.84,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
0.4,0.05512,3,13.78,1.0,10.0,10.0
0.4,0.05512,3,13.78,1.0,10.0,10.0
0.4,0.05512,3,13.78,1.0,10.0,10.0
0.7,0.09667,3,13.81,1.0,10.0,10.0
0.68,0.0939,3,13.81,1.0,10.0,10.0
0.67,0.09246,3,13.8,1.0,10.0,10.0
0.68,0.09384,3,13.8,1.0,10.0,10.0
0.66,0.09114,3,13.81,1.0,10.0,10.0
0.11,0.01512,3,13.75,1.0,10.0,10.0
0.69,0.09528,3,13.81,1.0,10.0,10.0
0.37,0.05094,3,13.77,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
0.39,0.0537,3,13.77,1.0,10.0,10.0
0.38,0.05232,3,13.77,1.0,10.0,10.0
0.69,0.09528,3,13.81,1.0,10.0,10.0
0.69,0.09522,3,13.8,1.0,10.0,10.0
0.65,0.08983,3,13.82,1.0,10.0,10.0
0.09,0.01238,3,13.76,1.0,10.0,10.0
0.68,0.0939,3,13.81,1.0,10.0,10.0
0.38,0.05232,3,13.77,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
0.39,0.0537,3,13.77,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
1.07,0.14808,3,13.84,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
1.07,0.14808,3,13.84,1.0,10.0,10.0
0.67,0.09252,3,13.81,1.0,10.0,10.0
0.1,0.01375,3,13.75,1.0,10.0,10.0
0.69,0.09528,3,13.81,1.0,10.0,10.0
0.1,0.01375,3,13.75,1.0,10.0,10.0
0.69,0.09522,3,13.8,1.0,10.0,10.0
0.67,0.09246,3,13.8,1.0,10.0,10.0
0.68,0.0939,3,13.81,1.0,10.0,10.0
0.37,0.05094,3,13.77,1.0,10.0,10.0
0.38,0.05232,3,13.77,1.0,10.0,10.0
0.38,0.05232,3,13.77,1.0,10.0,10.0
0.37,0.05098,3,13.78,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
0.38,0.05232,3,13.77,1.0,10.0,10.0
0.68,0.09384,3,13.8,1.0,10.0,10.0
0.67,0.09246,3,13.8,1.0,10.0,10.0
0.67,0.09252,3,13.81,1.0,10.0,10.0
0.09,0.01237,3,13.75,1.0,10.0,10.0
0.68,0.0939,3,13.81,1.0,10.0,10.0
0.65,0.0897,3,13.8,1.0,10.0,10.0
0.66,0.09114,3,13.81,1.0,10.0,10.0
0.09,0.01237,3,13.75,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.35,0.04826,3,13.79,1.0,10.0,10.0
0.37,0.05094,3,13.77,1.0,10.0,10.0
0.08,0.011,3,13.75,1.0,10.0,10.0
0.08,0.011,3,13.75,1.0,10.0,10.0
0.1,0.01376,3,13.76,1.0,10.0,10.0
0.1,0.01375,3,13.75,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.38,0.05232,3,13.77,1.0,10.0,10.0
0.65,0.08976,3,13.81,1.0,10.0,10.0
0.68,0.09384,3,13.8,1.0,10.0,10.0
0.1,0.01376,3,13.76,1.0,10.0,10.0
0.37,0.05094,3,13.77,1.0,10.0,10.0
1.07,0.14819,3,13.85,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
0.38,0.05232,3,13.77,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
0.38,0.05232,3,13.77,1.0,10.0,10.0
0.68,0.09384,3,13.8,1.0,10.0,10.0
0.67,0.09246,3,13.8,1.0,10.0,10.0
0.1,0.01375,3,13.75,1.0,10.0,10.0
0.08,0.011,3,13.75,1.0,10.0,10.0
0.68,0.0939,3,13.81,1.0,10.0,10.0
0.1,0.01375,3,13.75,1.0,10.0,10.0
0.68,0.0939,3,13.81,1.0,10.0,10.0
0.38,0.0524,3,13.79,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.37,0.05094,3,13.77,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.37,0.05098,3,13.78,1.0,10.0,10.0
0.36,0.0496,3,13.78,1.0,10.0,10.0
0.09,0.01238,3,13.76,1.0,10.0,10.0
0.68,0.09384,3,13.8,1.0,10.0,10.0
0.64,0.08844,3,13.82,1.0,10.0,10.0
0.63,0.087,3,13.81,1.0,10.0,10.0
0.09,0.01237,3,13.75,1.0,10.0,10.0
0.1,0.01374,3,13.74,1.0,10.0,10.0
0.38,0.05232,3,13.77,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.38,0.05232,3,13.77,1.0,10.0,10.0
0.39,0.05378,3,13.79,1.0,10.0,10.0
0.38,0.05232,3,13.77,1.0,10.0,10.0
0.1,0.01375,3,13.75,1.0,10.0,10.0
0.09,0.01237,3,13.75,1.0,10.0,10.0
0.1,0.01376,3,13.76,1.0,10.0,10.0
0.67,0.09252,3,13.81,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
1.07,0.14819,3,13.85,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.1,0.01375,3,13.75,1.0,10.0,10.0
0.1,0.01376,3,13.76,1.0,10.0,10.0
0.68,0.09384,3,13.8,1.0,10.0,10.0
0.38,0.05232,3,13.77,1.0,10.0,10.0
0.38,0.05232,3,13.77,1.0,10.0,10.0
0.38,0.05232,3,13.77,1.0,10.0,10.0
0.37,0.05098,3,13.78,1.0,10.0,10.0
0.38,0.05232,3,13.77,1.0,10.0,10.0
0.38,0.05232,3,13.77,1.0,10.0,10.0
0.67,0.09246,3,13.8,1.0,10.0,10.0
0.1,0.01375,3,13.75,1.0,10.0,10.0
0.68,0.09384,3,13.8,1.0,10.0,10.0
0.66,0.09114,3,13.81,1.0,10.0,10.0
0.1,0.01375,3,13.75,1.0,10.0,10.0
0.09,0.01238,3,13.76,1.0,10.0,10.0
0.67,0.09246,3,13.8,1.0,10.0,10.0
0.38,0.05232,3,13.77,1.0,10.0,10.0
0.37,0.05098,3,13.78,1.0,10.0,10.0
0.37,0.05094,3,13.77,1.0,10.0,10.0
0.37,0.05102,3,13.79,1.0,10.0,10.0
0.38,0.05232,3,13.77,1.0,10.0,10.0
0.67,0.09252,3,13.81,1.0,10.0,10.0
0.09,0.01238,3,13.76,1.0,10.0,10.0
0.68,0.0939,3,13.81,1.0,10.0,10.0
0.1,0.01375,3,13.75,1.0,10.0,10.0
0.1,0.01376,3,13.76,1.0,10.0,10.0
0.68,0.09384,3,13.8,1.0,10.0,10.0
0.09,0.01237,3,13.75,1.0,10.0,10.0
0.38,0.05232,3,13.77,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.39,0.0537,3,13.77,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.39,0.05378,3,13.79,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
0.11,0.01512,3,13.75,1.0,10.0,10.0
0.69,0.09522,3,13.8,1.0,10.0,10.0
0.67,0.09252,3,13.81,1.0,10.0,10.0
0.1,0.01375,3,13.75,1.0,10.0,10.0
0.67,0.09246,3,13.8,1.0,10.0,10.0
0.67,0.09246,3,13.8,1.0,10.0,10.0
0.1,0.01376,3,13.76,1.0,10.0,10.0
0.38,0.05232,3,13.77,1.0,10.0,10.0
0.38,0.0524,3,13.79,1.0,10.0,10.0
0.39,0.0537,3,13.77,1.0,10.0,10.0
0.37,0.05098,3,13.78,1.0,10.0,10.0
0.38,0.0524,3,13.79,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.38,0.0524,3,13.79,1.0,10.0,10.0
0.1,0.01376,3,13.76,1.0,10.0,10.0
0.67,0.09252,3,13.81,1.0,10.0,10.0
0.68,0.0939,3,13.81,1.0,10.0,10.0
0.68,0.0939,3,13.81,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
0.37,0.05098,3,13.78,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.39,0.05378,3,13.79,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
0.68,0.09384,3,13.8,1.0,10.0,10.0
0.68,0.09384,3,13.8,1.0,10.0,10.0
0.1,0.01375,3,13.75,1.0,10.0,10.0
0.68,0.09384,3,13.8,1.0,10.0,10.0
0.08,0.011,3,13.75,1.0,10.0,10.0
1.06,0.14681,3,13.85,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.68,0.09384,3,13.8,1.0,10.0,10.0
0.1,0.01375,3,13.75,1.0,10.0,10.0
0.68,0.0939,3,13.81,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
0.38,0.0524,3,13.79,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.68,0.09384,3,13.8,1.0,10.0,10.0
0.68,0.09384,3,13.8,1.0,10.0,10.0
0.11,0.01512,3,13.75,1.0,10.0,10.0
0.68,0.09384,3,13.8,1.0,10.0,10.0
0.11,0.01513,3,13.76,1.0,10.0,10.0
0.38,0.05232,3,13.77,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.38,0.05232,3,13.77,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.68,0.0939,3,13.81,1.0,10.0,10.0
0.68,0.0939,3,13.81,1.0,10.0,10.0
0.68,0.0939,3,13.81,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
0.4,0.05516,3,13.79,1.0,10.0,10.0
0.1,0.01376,3,13.76,1.0,10.0,10.0
0.67,0.09246,3,13.8,1.0,10.0,10.0
0.1,0.01375,3,13.75,1.0,10.0,10.0
0.09,0.01237,3,13.75,1.0,10.0,10.0
0.09,0.01238,3,13.76,1.0,10.0,10.0
0.08,0.011,3,13.75,1.0,10.0,10.0
0.67,0.09252,3,13.81,1.0,10.0,10.0
0.37,0.05098,3,13.78,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.37,0.05098,3,13.78,1.0,10.0,10.0
0.37,0.05098,3,13.78,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.1,0.01376,3,13.76,1.0,10.0,10.0
0.64,0.08844,3,13.82,1.0,10.0,10.0
0.67,0.09252,3,13.81,1.0,10.0,10.0
0.67,0.09252,3,13.81,1.0,10.0,10.0
0.1,0.01375,3,13.75,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.38,0.0524,3,13.79,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.39,0.0537,3,13.77,1.0,10.0,10.0
0.68,0.09384,3,13.8,1.0,10.0,10.0
0.63,0.087,3,13.81,1.0,10.0,10.0
0.1,0.01375,3,13.75,1.0,10.0,10.0
0.11,0.01512,3,13.75,1.0,10.0,10.0
0.1,0.01375,3,13.75,1.0,10.0,10.0
0.37,0.05094,3,13.77,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
0.37,0.05098,3,13.78,1.0,10.0,10.0
0.39,0.05374,3,13.78,1.0,10.0,10.0
0.68,0.0939,3,13.81,1.0,10.0,10.0
0.11,0.01512,3,13.75,1.0,10.0,10.0
0.68,0.09384,3,13.8,1.0,10.0,10.0
0.1,0.01375,3,13.75,1.0,10.0,10.0
0.67,0.09252,3,13.81,1.0,10.0,10.0
0.1,0.01376,3,13.76,1.0,10.0,10.0
0.68,0.0937,3,13.78,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.39,0.0537,3,13.77,1.0,10.0,10.0
0.08,0.011,3,13.75,1.0,10.0,10.0
0.08,0.011,3,13.76,1.0,10.0,10.0
0.67,0.09246,3,13.8,1.0,10.0,10.0
0.65,0.0897,3,13.8,1.0,10.0,10.0
0.09,0.01237,3,13.75,1.0,10.0,10.0
0.09,0.01238,3,13.76,1.0,10.0,10.0
0.66,0.09108,3,13.8,1.0,10.0,10.0
0.37,0.05098,3,13.78,1.0,10.0,10.0
0.37,0.05098,3,13.78,1.0,10.0,10.0
0.37,0.05098,3,13.78,1.0,10.0,10.0
0.37,0.05098,3,13.78,1.0,10.0,10.0
0.37,0.05098,3,13.78,1.0,10.0,10.0
0.37,0.05098,3,13.78,1.0,10.0,10.0
0.09,0.01238,3,13.76,1.0,10.0,10.0
0.66,0.09108,3,13.8,1.0,10.0,10.0
0.09,0.01238,3,13.76,1.0,10.0,10.0
0.67,0.09246,3,13.8,1.0,10.0,10.0
0.1,0.01376,3,13.76,1.0,10.0,10.0
0.67,0.09246,3,13.8,1.0,10.0,10.0
0.09,0.01238,3,13.76,1.0,10.0,10.0
0.37,0.05098,3,13.78,1.0,10.0,10.0
0.37,0.05098,3,13.78,1.0,10.0,10.0
0.38,0.05232,3,13.77,1.0,10.0,10.0
0.38,0.0524,3,13.79,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.37,0.05102,3,13.79,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.67,0.09252,3,13.81,1.0,10.0,10.0
0.09,0.01237,3,13.75,1.0,10.0,10.0
0.68,0.0939,3,13.81,1.0,10.0,10.0
0.1,0.01376,3,13.76,1.0,10.0,10.0
0.67,0.09252,3,13.81,1.0,10.0,10.0
0.11,0.01512,3,13.75,1.0,10.0,10.0
0.67,0.09252,3,13.81,1.0,10.0,10.0
0.09,0.01237,3,13.75,1.0,10.0,10.0
0.38,0.05232,3,13.77,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.38,0.05236,3,13.78,1.0,10.0,10.0
0.67,0.09246,3,13.8,1.0,10.0,10.0
0.1,0.01375,3,13.75,1.0,10.0,10.0
0.67,0.09252,3,13.81,1.0,10.0,10.0
0.66,0.09108,3,13.8,1.0,10.0,10.0
0.37,0.05102,3,13.79,1.0,10.0,10.0
0.38,0.05232,3,13.77,1.0,10.0,10.0
0.37,0.05098,3,13.78,1.0,10.0,10.0
0.37,0.05098,3,13.78,1.0,10.0,10.0
0.37,0.05091,3,13.76,1.0,10.0,10.0
0.66,0.09108,3,13.8,1.0,10.0,10.0
